"ID (a)" "Genes (b)" "num (c) " "neg|score (d)" "neg|p-value (e) " "neg|fdr (f)" "neg|rank (g)" "neg|goodsgrna (h)" "neg|lfc (i)" "pos|score (j)" "pos|p-value (k)" "pos|fdr (l)" "pos|rank (m)" "pos|goodsgrna (n)" "pos|lfc (o)"
ENSG00000028116 VRK2 30 0.080313 0.41308 1 5334 13 -0.11798 0.25689 0.25892 0.48156 10145 6 -0.11798
ENSG00000162542 TMCO4 30 0.36487 0.8374 1 11293 8 0.056481 0.25694 0.25905 0.48156 10146 11 0.056481
ENSG00000147488 ST18 30 0.062653 0.35346 1 4729 14 -0.1784 0.25697 0.25905 0.48156 10147 6 -0.1784
ENSG00000131378 RFTN1 30 0.045516 0.29502 1 4133 10 0.051065 0.25699 0.25905 0.48156 10148 12 0.051065
ENSG00000011114 BTBD7 30 0.04368 0.28643 1 4052 14 -0.20456 0.25712 0.25905 0.48156 10149 6 -0.20456
ENSG00000164188 RANBP3L 30 0.94005 0.99794 1 17581 4 0.11599 0.25714 0.25905 0.48156 10150 12 0.11599
ENSG00000168505 GBX2 30 0.57554 0.93908 1 14086 6 0.057148 0.25718 0.25905 0.48156 10151 12 0.057148
ENSG00000060982 BCAT1 30 0.30797 0.79409 1 10385 9 0.074199 0.25726 0.25905 0.48156 10152 12 0.074199
ENSG00000163050 COQ8A 30 0.82004 0.98842 1 16488 6 0.087664 0.25731 0.25905 0.48156 10153 12 0.087664
ENSG00000177663 IL17RA 30 0.32515 0.8076 1 10692 10 0.049692 0.25738 0.25905 0.48156 10154 12 0.049692
ENSG00000278619 MRM1 30 6.36E-06 0.00023854 0.009336 481 21 -0.48252 0.25745 0.25905 0.48156 10155 5 -0.48252
ENSG00000277775 HIST1H3F 30 0.068743 0.36948 1 4924 10 0.069711 0.25747 0.25905 0.48156 10156 11 0.069711
ENSG00000105723 GSK3A 30 0.68923 0.96589 1 15280 7 -0.0063517 0.25751 0.25905 0.48156 10157 10 -0.0063517
ENSG00000182372 CLN8 30 0.24913 0.73245 1 9325 11 -0.10779 0.25755 0.25905 0.48156 10158 10 -0.10779
ENSG00000137411 VARS2 30 0.20987 0.68531 1 8516 12 0.091509 0.25767 0.25925 0.48156 10159 10 0.091509
ENSG00000153012 LGI2 30 0.54798 0.93002 1 13738 8 0.077734 0.25768 0.25925 0.48156 10160 12 0.077734
ENSG00000117707 PROX1 30 0.16275 0.62636 1 7474 8 -0.028756 0.25768 0.25925 0.48156 10161 10 -0.028756
ENSG00000234186 C16orf82 30 0.31543 0.80157 1 10517 11 -0.080045 0.25775 0.25925 0.48156 10162 5 -0.080045
ENSG00000173200 PARP15 30 0.059652 0.34445 1 4609 13 -0.11462 0.25779 0.25925 0.48156 10163 8 -0.11462
ENSG00000155850 SLC26A2 30 0.078741 0.40971 1 5272 12 0.04392 0.25782 0.25925 0.48156 10164 12 0.04392
ENSG00000154027 AK5 30 0.15263 0.59492 1 7243 12 -0.14544 0.25784 0.25925 0.48156 10165 9 -0.14544
ENSG00000161920 MED11 30 0.0016085 0.026194 0.353219 1391 18 -0.46937 0.25792 0.25925 0.48156 10166 5 -0.46937
ENSG00000100068 LRP5L 30 0.57625 0.9392 1 14097 9 0.063838 0.25804 0.25946 0.481906 10167 10 0.063838
ENSG00000055813 CCDC85A 30 0.064166 0.35762 1 4783 14 -0.17221 0.25806 0.25968 0.482219 10168 10 -0.17221
ENSG00000148377 IDI2 30 0.18472 0.65722 1 7994 11 -0.046159 0.25816 0.25968 0.482219 10169 8 -0.046159
ENSG00000131188 PRR7 30 0.53466 0.92493 1 13544 7 0.0092891 0.25824 0.25985 0.482401 10170 12 0.0092891
ENSG00000172932 ANKRD13D 30 0.092486 0.45462 1 5688 9 0.038467 0.25829 0.25985 0.482401 10171 12 0.038467
ENSG00000091137 SLC26A4 30 0.03744 0.26445 1 3782 7 0.012771 0.25831 0.25985 0.482401 10172 11 0.012771
ENSG00000146276 GABRR1 30 0.10003 0.47589 1 5949 12 -0.11021 0.25835 0.25995 0.482434 10173 10 -0.11021
ENSG00000221855 TAS2R41 30 0.2185 0.69808 1 8696 12 -0.035939 0.25835 0.25995 0.482434 10174 10 -0.035939
ENSG00000101109 STK4 30 0.18804 0.66072 1 8066 7 -0.052113 0.25849 0.26025 0.482575 10175 12 -0.052113
ENSG00000137675 MMP27 30 0.40302 0.85923 1 11871 8 -0.060794 0.25852 0.26025 0.482575 10176 8 -0.060794
ENSG00000125245 GPR18 30 0.23663 0.71798 1 9053 11 0.11919 0.25864 0.26025 0.482575 10177 11 0.11919
ENSG00000106236 NPTX2 30 0.54961 0.9309 1 13765 10 -0.042706 0.25872 0.26025 0.482575 10178 9 -0.042706
ENSG00000184205 TSPYL2 30 0.012918 0.13803 1 2538 13 0.0033976 0.2589 0.26042 0.482575 10179 9 0.0033976
ENSG00000144815 NXPE3 30 0.0029883 0.04186 0.474395 1651 12 -0.029295 0.25895 0.26042 0.482575 10180 6 -0.029295
ENSG00000077232 DNAJC10 30 0.81401 0.98766 1 16440 8 -0.015452 0.25897 0.26042 0.482575 10181 11 -0.015452
ENSG00000102678 FGF9 30 0.52599 0.9213 1 13435 9 0.072059 0.25904 0.26042 0.482575 10182 10 0.072059
ENSG00000152439 ZNF773 30 0.070578 0.38006 1 4991 13 -0.018321 0.25917 0.26042 0.482575 10183 5 -0.018321
ENSG00000125879 OTOR 30 0.049097 0.31262 1 4257 12 -0.024354 0.25926 0.26042 0.482575 10184 12 -0.024354
ENSG00000161513 FDXR 30 0.080049 0.41226 1 5323 10 -0.058029 0.25927 0.26042 0.482575 10185 10 -0.058029
ENSG00000166347 CYB5A 30 0.09785 0.4705 1 5871 11 -0.068508 0.25929 0.26042 0.482575 10186 11 -0.068508
ENSG00000237330 RNF223 30 0.060301 0.3465 1 4646 11 -0.050322 0.25943 0.26042 0.482575 10187 10 -0.050322
ENSG00000188263 IL17REL 30 0.12099 0.5183 1 6491 7 -0.014759 0.25951 0.26054 0.482575 10188 10 -0.014759
ENSG00000214435 AS3MT 30 0.25023 0.7334 1 9343 9 0.066435 0.25952 0.26054 0.482575 10189 11 0.066435
ENSG00000148584 A1CF 30 0.39157 0.85289 1 11687 10 0.050673 0.25956 0.26054 0.482575 10190 11 0.050673
ENSG00000100580 TMED8 30 0.32061 0.80408 1 10615 10 -0.093041 0.25967 0.26054 0.482575 10191 6 -0.093041
ENSG00000196074 SYCP2 30 0.58529 0.94202 1 14212 10 -0.053683 0.25967 0.26054 0.482575 10192 12 -0.053683
ENSG00000102119 EMD 30 0.26188 0.74852 1 9567 9 0.079865 0.25969 0.26054 0.482575 10193 11 0.079865
ENSG00000137404 NRM 30 0.0043434 0.056026 0.576687 1821 11 0.01416 0.2598 0.26084 0.482995 10194 10 0.01416
ENSG00000164032 H2AFZ 30 0.2781 0.76708 1 9865 12 0.0019338 0.25998 0.26097 0.483136 10195 12 0.0019338
ENSG00000175287 PHYHD1 30 0.054767 0.33207 1 4460 12 -0.058958 0.26 0.26097 0.483136 10196 9 -0.058958
ENSG00000101084 C20orf24 24 0.0010525 0.016142 0.248215 1272 8 0.11513 0.26002 0.27351 0.500473 10197 8 0.11513
ENSG00000162981 FAM84A 30 0.19203 0.6661 1 8158 11 -0.079947 0.26006 0.26114 0.483307 10198 12 -0.079947
ENSG00000101951 PAGE4 30 0.6822 0.96456 1 15206 9 0.0084546 0.26022 0.26157 0.483963 10199 11 0.0084546
ENSG00000156500 FAM122C 30 0.0052831 0.06468 0.634526 1912 15 -0.18737 0.26028 0.26157 0.483963 10200 7 -0.18737
ENSG00000158022 TRIM63 30 0.36999 0.8412 1 11369 11 -0.094873 0.26049 0.26157 0.483963 10201 6 -0.094873
ENSG00000108523 RNF167 30 0.087609 0.43606 1 5553 14 -0.1321 0.26054 0.2618 0.484149 10202 10 -0.1321
ENSG00000204869 IGFL4 30 0.071741 0.38751 1 5023 12 -0.085226 0.26054 0.2618 0.484149 10203 8 -0.085226
ENSG00000178150 ZNF114 30 0.72918 0.97585 1 15679 9 -0.045873 0.26055 0.2618 0.484149 10204 10 -0.045873
ENSG00000090372 STRN4 30 0.77867 0.98312 1 16070 7 0.045046 0.26063 0.2618 0.484149 10205 9 0.045046
ENSG00000142634 EFHD2 30 0.16349 0.62775 1 7491 12 0.021067 0.26063 0.2618 0.484149 10206 10 0.021067
ENSG00000196562 SULF2 25 0.011616 0.11429 0.919566 2451 11 0.025726 0.26063 0.26658 0.488352 10207 10 0.025726
ENSG00000171560 FGA 30 0.14622 0.58714 1 7089 13 -0.050383 0.26068 0.26205 0.484376 10208 12 -0.050383
ENSG00000099810 MTAP 30 0.44582 0.88761 1 12452 9 -0.014849 0.26073 0.26205 0.484376 10209 12 -0.014849
ENSG00000117595 IRF6 30 0.95422 0.99855 1 17733 6 -0.030031 0.26074 0.26205 0.484376 10210 10 -0.030031
ENSG00000120436 GPR31 30 0.081512 0.41569 1 5374 12 -0.06543 0.26076 0.26205 0.484376 10211 10 -0.06543
ENSG00000103485 QPRT 30 0.43572 0.88178 1 12334 9 0.061992 0.26077 0.26205 0.484376 10212 11 0.061992
ENSG00000173389 IQCF1 30 0.66371 0.96034 1 15029 8 0.04611 0.26081 0.26245 0.484485 10213 10 0.04611
ENSG00000160683 CXCR5 30 0.30829 0.79418 1 10390 7 0.035339 0.26082 0.26245 0.484485 10214 10 0.035339
ENSG00000177096 FAM109B 30 0.72157 0.97401 1 15599 9 0.088069 0.26087 0.26245 0.484485 10215 11 0.088069
ENSG00000167487 KLHL26 30 0.23214 0.71409 1 8979 10 -0.0245 0.2609 0.26245 0.484485 10216 12 -0.0245
ENSG00000128536 CDHR3 30 0.4185 0.86903 1 12092 7 -0.0008119 0.26092 0.26245 0.484485 10217 10 -0.0008119
ENSG00000176731 C8orf59 30 0.6537 0.95844 1 14928 8 -0.012585 0.26096 0.26245 0.484485 10218 11 -0.012585
ENSG00000096080 MRPS18A 30 0.18147 0.65404 1 7934 11 -0.034118 0.26102 0.26245 0.484485 10219 10 -0.034118
ENSG00000225556 C2CD4D 30 0.077051 0.4054 1 5213 10 -0.016618 0.26124 0.2627 0.484485 10220 11 -0.016618
ENSG00000111859 NEDD9 30 0.36471 0.83724 1 11290 11 0.050262 0.26127 0.2627 0.484485 10221 10 0.050262
ENSG00000176165 FOXG1 30 0.32215 0.80534 1 10641 10 0.032504 0.26128 0.2627 0.484485 10222 11 0.032504
ENSG00000067606 PRKCZ 30 0.0027145 0.038897 0.454639 1605 10 -0.0431 0.26143 0.26279 0.484485 10223 9 -0.0431
ENSG00000135617 PRADC1 30 0.051957 0.32059 1 4376 12 -0.046356 0.26144 0.26279 0.484485 10224 12 -0.046356
ENSG00000159339 PADI4 30 0.094918 0.46218 1 5772 11 -0.10703 0.26153 0.26279 0.484485 10225 11 -0.10703
ENSG00000106263 EIF3B 30 0.89692 0.99523 1 17177 7 0.1158 0.26156 0.26279 0.484485 10226 12 0.1158
ENSG00000164093 PITX2 30 0.54287 0.92789 1 13659 5 0.05675 0.26156 0.26279 0.484485 10227 12 0.05675
ENSG00000174448 STARD6 30 0.098228 0.47175 1 5885 11 -0.0058389 0.2616 0.26279 0.484485 10228 11 -0.0058389
ENSG00000171954 CYP4F22 30 0.68784 0.96567 1 15266 8 -0.00027767 0.26165 0.26279 0.484485 10229 10 -0.00027767
ENSG00000179636 TPPP2 30 0.95578 0.99863 1 17746 6 0.051084 0.26187 0.26279 0.484485 10230 12 0.051084
ENSG00000169085 C8orf46 30 0.65226 0.95821 1 14907 8 0.087318 0.262 0.26279 0.484485 10231 10 0.087318
ENSG00000157557 ETS2 30 0.47242 0.8972 1 12781 9 0.064384 0.262 0.26279 0.484485 10232 12 0.064384
ENSG00000107562 CXCL12 30 0.43927 0.88354 1 12377 10 0.0016301 0.26204 0.26279 0.484485 10233 12 0.0016301
ENSG00000197894 ADH5 30 0.36039 0.83357 1 11212 9 0.011512 0.26206 0.26279 0.484485 10234 12 0.011512
ENSG00000044090 CUL7 24 0.064914 0.33663 1 4810 9 -0.013673 0.26214 0.27525 0.501169 10235 7 -0.013673
ENSG00000132002 DNAJB1 30 0.86461 0.99305 1 16891 5 0.035778 0.26218 0.26295 0.484485 10236 10 0.035778
ENSG00000277058 HNRNPCL3 12 0.5802 0.86857 1 14144 3 0.016428 0.26218 0.28717 0.509309 10237 3 0.016428
ENSG00000257093 KIAA1147 30 0.18003 0.65319 1 7892 11 -0.0068397 0.26225 0.26295 0.484485 10238 9 -0.0068397
ENSG00000183733 FIGLA 30 0.097041 0.46637 1 5845 12 -0.15589 0.26234 0.26295 0.484485 10239 6 -0.15589
ENSG00000275714 HIST1H3A 30 0.097913 0.47066 1 5874 13 -0.085925 0.26238 0.26295 0.484485 10240 9 -0.085925
ENSG00000169515 CCDC8 30 0.4466 0.88779 1 12460 9 -0.041139 0.26239 0.26295 0.484485 10241 9 -0.041139
ENSG00000152778 IFIT5 30 0.34884 0.82453 1 11030 9 0.046893 0.26259 0.26295 0.484485 10242 10 0.046893
ENSG00000157554 ERG 30 0.36691 0.83959 1 11323 10 -0.0069829 0.26262 0.26295 0.484485 10243 12 -0.0069829
ENSG00000102802 MEDAG 30 0.27412 0.76378 1 9788 10 -0.12969 0.26267 0.26295 0.484485 10244 10 -0.12969
ENSG00000163637 PRICKLE2 30 0.37703 0.84437 1 11464 8 -0.093308 0.26271 0.26295 0.484485 10245 12 -0.093308
ENSG00000006607 FARP2 30 0.0071461 0.080412 0.725804 2082 15 -0.16121 0.26272 0.26295 0.484485 10246 7 -0.16121
ENSG00000170577 SIX2 30 0.0071842 0.080602 0.725804 2088 7 0.075898 0.26276 0.26295 0.484485 10247 11 0.075898
ENSG00000156804 FBXO32 30 0.36809 0.84012 1 11339 10 0.036458 0.26284 0.26319 0.484687 10248 11 0.036458
ENSG00000090266 NDUFB2 30 0.078859 0.41 1 5278 11 -0.048069 0.26285 0.26319 0.484687 10249 9 -0.048069
ENSG00000188868 ZNF563 30 0.392 0.85309 1 11696 9 0.10042 0.26286 0.26319 0.484687 10250 12 0.10042
ENSG00000122335 SERAC1 30 0.0025159 0.036269 0.432778 1568 15 -0.25874 0.26287 0.26319 0.484687 10251 6 -0.25874
ENSG00000204370 SDHD 30 0.22857 0.70979 1 8900 9 0.020369 0.26289 0.26319 0.484687 10252 12 0.020369
ENSG00000158764 ITLN2 30 0.081013 0.4146 1 5354 14 -0.16821 0.26295 0.26342 0.484742 10253 10 -0.16821
ENSG00000001460 STPG1 30 0.54344 0.92803 1 13670 9 0.0076913 0.26296 0.26342 0.484742 10254 10 0.0076913
ENSG00000075290 WNT8B 30 0.15998 0.61608 1 7410 9 -0.040678 0.26296 0.26342 0.484742 10255 9 -0.040678
ENSG00000102390 PBDC1 30 0.3736 0.84313 1 11415 11 -0.11839 0.26296 0.26342 0.484742 10256 5 -0.11839
ENSG00000066855 MTFR1 30 0.00086163 0.016473 0.251829 1227 19 -0.35102 0.26297 0.26342 0.484742 10257 6 -0.35102
ENSG00000100197 CYP2D6 30 0.55153 0.93141 1 13791 9 0.012108 0.263 0.26342 0.484742 10258 11 0.012108
ENSG00000122584 NXPH1 30 0.26763 0.75471 1 9666 12 -0.0026774 0.26309 0.26342 0.484742 10259 12 -0.0026774
ENSG00000111331 OAS3 30 0.42209 0.87188 1 12134 7 0.11589 0.26312 0.26353 0.484742 10260 12 0.11589
ENSG00000172331 BPGM 30 0.035896 0.25725 1 3706 14 -0.084733 0.26317 0.26353 0.484742 10261 10 -0.084733
ENSG00000198216 CACNA1E 30 0.022487 0.19243 1 3081 14 -0.05275 0.26322 0.26353 0.484742 10262 8 -0.05275
ENSG00000147576 ADHFE1 30 0.021598 0.1893 1 3037 12 -0.043103 0.26324 0.26353 0.484742 10263 8 -0.043103
ENSG00000203995 ZYG11A 30 0.41347 0.86584 1 12022 11 -0.028379 0.2633 0.26353 0.484742 10264 11 -0.028379
ENSG00000186136 TAS2R42 30 0.21161 0.68757 1 8559 8 0.039584 0.26348 0.26373 0.485019 10265 12 0.039584
ENSG00000107738 VSIR 30 0.21802 0.69738 1 8685 10 0.041506 0.26355 0.26373 0.485019 10266 9 0.041506
ENSG00000073331 ALPK1 30 0.26687 0.75357 1 9653 12 -0.034453 0.26364 0.2642 0.485347 10267 9 -0.034453
ENSG00000169100 SLC25A6 30 0.18619 0.65809 1 8025 10 -0.042696 0.26366 0.2642 0.485347 10268 10 -0.042696
ENSG00000173588 CEP83 30 0.52639 0.9213 1 13438 7 0.006739 0.26367 0.2642 0.485347 10269 9 0.006739
ENSG00000163584 RPL22L1 30 0.099528 0.47504 1 5933 8 0.044613 0.26367 0.2642 0.485347 10270 9 0.044613
ENSG00000075539 FRYL 30 0.48855 0.90342 1 12963 6 -0.019906 0.26371 0.2642 0.485347 10271 11 -0.019906
ENSG00000163626 COX18 30 0.019723 0.17684 1 2939 15 -0.2383 0.26377 0.2642 0.485347 10272 11 -0.2383
ENSG00000138172 CALHM2 30 0.51962 0.91686 1 13361 10 0.10647 0.26388 0.26433 0.485347 10273 11 0.10647
ENSG00000123500 COL10A1 30 0.10258 0.48154 1 6018 11 0.043333 0.2639 0.26433 0.485347 10274 12 0.043333
ENSG00000177300 CLDN22 30 0.63209 0.95349 1 14695 5 0.050904 0.26406 0.26443 0.485347 10275 12 0.050904
ENSG00000186468 RPS23 29 0.0098932 0.11294 0.913602 2324 16 -0.3827 0.26408 0.2673 0.489616 10276 8 -0.3827
ENSG00000109466 KLHL2 30 0.18048 0.65356 1 7904 11 -0.092455 0.26411 0.26443 0.485347 10277 12 -0.092455
ENSG00000120370 GORAB 30 0.40425 0.86062 1 11890 7 -0.0077453 0.26412 0.26443 0.485347 10278 11 -0.0077453
ENSG00000105509 HAS1 30 0.1461 0.58688 1 7085 10 0.026419 0.26421 0.26443 0.485347 10279 9 0.026419
ENSG00000163508 EOMES 30 0.060572 0.34667 1 4655 13 -0.079759 0.26423 0.26443 0.485347 10280 12 -0.079759
ENSG00000214929 SPATA31D1 30 0.080593 0.41381 1 5340 13 -0.073057 0.26427 0.26443 0.485347 10281 6 -0.073057
ENSG00000105669 COPE 30 0.023664 0.19756 1 3147 12 0.029635 0.26427 0.26443 0.485347 10282 12 0.029635
ENSG00000185958 FAM186A 30 0.46126 0.89365 1 12631 10 -0.08908 0.26429 0.26443 0.485347 10283 11 -0.08908
ENSG00000188295 ZNF669 30 0.23673 0.71798 1 9055 12 -0.030889 0.26429 0.26443 0.485347 10284 7 -0.030889
ENSG00000006128 TAC1 30 0.012187 0.13124 0.984041 2498 14 -0.040878 0.26443 0.26443 0.485347 10285 6 -0.040878
ENSG00000157119 KLHL40 30 0.90098 0.99557 1 17210 7 0.050038 0.26445 0.26443 0.485347 10286 11 0.050038
ENSG00000214513 NOTO 30 0.073929 0.39536 1 5114 13 -0.13205 0.26453 0.26443 0.485347 10287 10 -0.13205
ENSG00000070214 SLC44A1 30 0.39556 0.85557 1 11753 10 0.037812 0.26468 0.26454 0.48546 10288 9 0.037812
ENSG00000129071 MBD4 30 0.12119 0.51853 1 6499 9 -0.012164 0.26476 0.26454 0.48546 10289 10 -0.012164
ENSG00000183723 CMTM4 30 0.89478 0.99513 1 17158 6 0.043242 0.26486 0.26509 0.486093 10290 10 0.043242
ENSG00000198722 UNC13B 30 0.065754 0.36098 1 4833 11 0.0056453 0.26488 0.26509 0.486093 10291 11 0.0056453
ENSG00000143771 CNIH4 30 0.5639 0.93606 1 13942 9 -0.026029 0.26492 0.26509 0.486093 10292 9 -0.026029
ENSG00000091583 APOH 30 0.043812 0.28654 1 4059 12 -0.0097909 0.26497 0.26509 0.486093 10293 12 -0.0097909
ENSG00000173269 MMRN2 24 0.48737 0.88619 1 12949 5 0.071928 0.26502 0.2778 0.503577 10294 10 0.071928
ENSG00000174233 ADCY6 30 0.63657 0.95421 1 14743 9 0.094125 0.26505 0.26509 0.486093 10295 12 0.094125
ENSG00000182077 PTCHD3 30 0.012179 0.13124 0.984041 2497 16 -0.23684 0.26509 0.26509 0.486093 10296 4 -0.23684
ENSG00000124006 OBSL1 30 0.087464 0.43552 1 5549 10 0.017208 0.26509 0.26509 0.486093 10297 8 0.017208
ENSG00000115839 RAB3GAP1 30 0.019349 0.17418 1 2919 15 -0.19512 0.26513 0.26524 0.486093 10298 6 -0.19512
ENSG00000182771 GRID1 30 0.15395 0.59874 1 7272 13 0.028134 0.26514 0.26524 0.486093 10299 11 0.028134
ENSG00000187735 TCEA1 30 0.19658 0.67058 1 8253 10 0.076321 0.26527 0.26524 0.486093 10300 12 0.076321
ENSG00000037241 RPL26L1 24 0.67565 0.95445 1 15145 6 -0.038576 0.26532 0.2778 0.503577 10301 10 -0.038576
ENSG00000243489 KRTAP10-11 30 0.33049 0.811 1 10754 11 -0.010279 0.26547 0.26524 0.486093 10302 12 -0.010279
ENSG00000177380 PPFIA3 30 0.37913 0.84629 1 11506 10 -0.050306 0.26554 0.26524 0.486093 10303 11 -0.050306
ENSG00000176771 NCKAP5 30 0.00023677 0.0057241 0.115246 933 13 -0.047431 0.26554 0.26524 0.486093 10304 7 -0.047431
ENSG00000182601 HS3ST4 30 0.57119 0.93804 1 14039 10 0.054028 0.26556 0.26524 0.486093 10305 10 0.054028
ENSG00000158815 FGF17 30 0.047108 0.3032 1 4192 13 -0.015178 0.26564 0.2654 0.486281 10306 9 -0.015178
ENSG00000115526 CHST10 30 0.017944 0.16684 1 2853 13 -0.090586 0.26568 0.2654 0.486281 10307 5 -0.090586
ENSG00000106948 AKNA 24 0.48582 0.88562 1 12939 7 -0.042885 0.26587 0.27794 0.503577 10308 6 -0.042885
ENSG00000154639 CXADR 30 0.25683 0.74126 1 9473 9 0.037446 0.26589 0.26595 0.487237 10309 11 0.037446
ENSG00000166016 ABTB2 30 0.55327 0.93193 1 13818 8 0.087562 0.26593 0.27229 0.498563 10310 12 0.087562
ENSG00000143595 AQP10 24 0.65919 0.95095 1 14981 6 0.079151 0.26605 0.27856 0.503702 10311 9 0.079151
ENSG00000217236 SP9 30 0.048531 0.31111 1 4237 12 -0.11414 0.26615 0.27322 0.500231 10312 3 -0.11414
ENSG00000106245 BUD31 30 0.019541 0.17551 1 2931 13 -0.10848 0.26632 0.27345 0.500473 10313 9 -0.10848
ENSG00000111732 AICDA 30 0.13042 0.54649 1 6705 11 0.017873 0.26638 0.27358 0.500473 10314 10 0.017873
ENSG00000070269 TMEM260 30 0.48262 0.90138 1 12895 6 -0.038858 0.2665 0.2737 0.500473 10315 11 -0.038858
ENSG00000188176 SMTNL2 30 0.00054195 0.011083 0.189388 1101 15 -0.21554 0.26654 0.2737 0.500473 10316 8 -0.21554
ENSG00000145920 CPLX2 30 0.1278 0.54184 1 6634 8 0.068752 0.26656 0.2737 0.500473 10317 10 0.068752
ENSG00000143297 FCRL5 30 0.63968 0.95516 1 14777 5 0.021844 0.26657 0.2737 0.500473 10318 8 0.021844
ENSG00000196358 NTNG2 30 0.6462 0.95694 1 14839 7 0.053106 0.26661 0.2737 0.500473 10319 11 0.053106
ENSG00000144354 CDCA7 30 0.79683 0.98538 1 16246 6 0.11538 0.26667 0.2737 0.500473 10320 10 0.11538
ENSG00000204618 RNF39 30 0.21125 0.68702 1 8548 10 -0.086104 0.26684 0.2737 0.500473 10321 11 -0.086104
ENSG00000141096 DPEP3 30 0.50675 0.91027 1 13199 10 -0.078379 0.26684 0.2737 0.500473 10322 12 -0.078379
ENSG00000178917 ZNF852 30 0.33227 0.8127 1 10782 7 -0.018564 0.26687 0.2737 0.500473 10323 11 -0.018564
ENSG00000136960 ENPP2 30 0.16434 0.62923 1 7510 12 -0.036448 0.26688 0.2737 0.500473 10324 11 -0.036448
ENSG00000196652 ZKSCAN5 30 0.046159 0.29888 1 4153 9 -0.065807 0.26695 0.27388 0.500487 10325 8 -0.065807
ENSG00000025039 RRAGD 30 0.72566 0.97491 1 15646 6 0.0048186 0.2671 0.27388 0.500487 10326 9 0.0048186
ENSG00000183346 CABCOCO1 30 0.65354 0.95839 1 14925 9 0.10207 0.26711 0.27388 0.500487 10327 11 0.10207
ENSG00000171189 GRIK1 24 0.062183 0.32859 1 4719 10 -0.16123 0.26725 0.28223 0.505006 10328 5 -0.16123
ENSG00000138623 SEMA7A 30 0.03852 0.26755 1 3838 14 -0.24436 0.26728 0.27399 0.500487 10329 3 -0.24436
ENSG00000213397 HAUS7 30 0.36887 0.84055 1 11354 11 -0.24528 0.26729 0.27399 0.500487 10330 7 -0.24528
ENSG00000118194 TNNT2 30 0.43806 0.88284 1 12355 7 0.012556 0.26734 0.2741 0.500487 10331 10 0.012556
ENSG00000144649 FAM198A 30 0.22101 0.70137 1 8745 9 0.017021 0.26741 0.27419 0.500487 10332 11 0.017021
ENSG00000158882 TOMM40L 30 0.017828 0.16558 1 2846 11 -0.13334 0.26742 0.27419 0.500487 10333 6 -0.13334
ENSG00000104267 CA2 30 0.010567 0.11921 0.943329 2367 11 -0.061401 0.26744 0.27419 0.500487 10334 8 -0.061401
ENSG00000197616 MYH6 30 0.16621 0.63206 1 7548 9 0.04523 0.26747 0.27419 0.500487 10335 12 0.04523
ENSG00000158691 ZSCAN12 30 0.25894 0.74469 1 9514 11 -0.0289 0.26751 0.27419 0.500487 10336 9 -0.0289
ENSG00000116127 ALMS1 30 0.0070168 0.079346 0.72277 2068 16 -0.24544 0.26761 0.27419 0.500487 10337 5 -0.24544
ENSG00000090432 MUL1 30 0.2323 0.71426 1 8983 12 -0.047451 0.26765 0.27419 0.500487 10338 9 -0.047451
ENSG00000100359 SGSM3 30 0.017911 0.16621 1 2850 15 -0.14973 0.26769 0.27419 0.500487 10339 8 -0.14973
ENSG00000121807 CCR2 30 0.1684 0.63527 1 7605 10 0.017858 0.26775 0.27419 0.500487 10340 11 0.017858
ENSG00000177181 RIMKLA 30 0.53337 0.92411 1 13523 6 0.08028 0.26789 0.27419 0.500487 10341 9 0.08028
ENSG00000243989 ACY1 6 0.19085 0.42182 1 8131 3 -0.034833 0.2679 0.28803 0.510197 10342 3 -0.034833
ENSG00000204574 ABCF1 30 0.078826 0.40989 1 5276 13 0.04816 0.26801 0.27419 0.500487 10343 11 0.04816
ENSG00000158856 DMTN 30 0.046642 0.30205 1 4173 11 -0.18221 0.26808 0.27419 0.500487 10344 8 -0.18221
ENSG00000101220 C20orf27 30 0.093984 0.45951 1 5736 11 0.099146 0.26822 0.27465 0.500791 10345 11 0.099146
ENSG00000189184 PCDH18 30 0.88476 0.99446 1 17066 6 0.024452 0.26822 0.27465 0.500791 10346 8 0.024452
ENSG00000123901 GPR83 30 0.81853 0.98829 1 16480 4 0.10838 0.26827 0.27465 0.500791 10347 11 0.10838
ENSG00000157833 GAREM2 30 0.16155 0.6248 1 7445 13 -0.055337 0.26858 0.27475 0.500791 10348 10 -0.055337
ENSG00000117226 GBP3 30 0.55059 0.93101 1 13776 6 0.073431 0.26858 0.27475 0.500791 10349 10 0.073431
ENSG00000134900 TPP2 30 0.46421 0.89466 1 12670 10 -0.012425 0.26859 0.27475 0.500791 10350 9 -0.012425
ENSG00000179344 HLA-DQB1 30 0.31596 0.80168 1 10523 11 0.090533 0.26862 0.27475 0.500791 10351 12 0.090533
ENSG00000197724 PHF2 30 0.32168 0.80439 1 10629 8 0.07592 0.26863 0.27475 0.500791 10352 12 0.07592
ENSG00000237440 ZNF737 30 0.49338 0.90598 1 13024 10 -0.023841 0.26867 0.27475 0.500791 10353 12 -0.023841
ENSG00000162814 SPATA17 30 0.024555 0.20305 1 3185 13 -0.18896 0.26886 0.27475 0.500791 10354 7 -0.18896
ENSG00000129038 LOXL1 30 0.0084492 0.093602 0.795767 2213 16 -0.27696 0.26887 0.27475 0.500791 10355 8 -0.27696
